id,count,image_path,density_class,label
104,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000104.jpg,Very Low,4
1448,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001448.jpg,Low,1
601,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000601.jpg,Very Low,4
491,20,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000491.jpg,Very Low,4
1046,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001046.jpg,Very Low,4
1612,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001612.jpg,Very High,3
1919,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001919.jpg,Medium,2
717,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000717.jpg,Very High,3
1121,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001121.jpg,Medium,2
946,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000946.jpg,Low,1
1078,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001078.jpg,Medium,2
1004,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001004.jpg,High,0
915,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000915.jpg,High,0
1330,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001330.jpg,Very High,3
232,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000232.jpg,Medium,2
1956,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001956.jpg,Medium,2
1659,46,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001659.jpg,Very High,3
720,49,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000720.jpg,Very High,3
1112,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001112.jpg,High,0
1148,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001148.jpg,High,0
1334,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001334.jpg,Very High,3
1391,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001391.jpg,High,0
1344,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001344.jpg,High,0
1819,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001819.jpg,Medium,2
1322,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001322.jpg,Medium,2
1051,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001051.jpg,Low,1
1954,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001954.jpg,Low,1
143,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000143.jpg,Low,1
11,16,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000011.jpg,Very Low,4
1355,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001355.jpg,Low,1
651,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000651.jpg,Very Low,4
1772,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001772.jpg,Very Low,4
1423,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001423.jpg,Low,1
1234,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001234.jpg,High,0
753,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000753.jpg,Very High,3
1675,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001675.jpg,Medium,2
1741,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001741.jpg,Medium,2
407,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000407.jpg,Low,1
1224,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001224.jpg,Low,1
1844,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001844.jpg,Very High,3
363,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000363.jpg,High,0
1804,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001804.jpg,Medium,2
794,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000794.jpg,Medium,2
598,14,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000598.jpg,Very Low,4
147,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000147.jpg,Low,1
706,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000706.jpg,Medium,2
1341,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001341.jpg,High,0
1220,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001220.jpg,Low,1
1925,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001925.jpg,Low,1
1074,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001074.jpg,Medium,2
968,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000968.jpg,Medium,2
1911,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001911.jpg,Low,1
936,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000936.jpg,High,0
31,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000031.jpg,Very Low,4
1747,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001747.jpg,Medium,2
1031,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001031.jpg,High,0
1816,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001816.jpg,Medium,2
217,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000217.jpg,Medium,2
325,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000325.jpg,Low,1
330,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000330.jpg,Very Low,4
1477,18,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001477.jpg,Very Low,4
17,15,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000017.jpg,Very Low,4
1127,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001127.jpg,Medium,2
1937,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001937.jpg,Low,1
1704,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001704.jpg,High,0
1171,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001171.jpg,Medium,2
638,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000638.jpg,Low,1
521,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000521.jpg,Low,1
1009,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001009.jpg,Very High,3
503,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000503.jpg,Very Low,4
904,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000904.jpg,Very High,3
1281,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001281.jpg,Very Low,4
1093,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001093.jpg,Medium,2
1035,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001035.jpg,Medium,2
692,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000692.jpg,Medium,2
310,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000310.jpg,Medium,2
1299,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001299.jpg,Low,1
408,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000408.jpg,Low,1
568,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000568.jpg,Low,1
1432,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001432.jpg,High,0
858,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000858.jpg,Very Low,4
1376,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001376.jpg,Low,1
1069,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001069.jpg,Medium,2
1118,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001118.jpg,Low,1
1258,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001258.jpg,Very Low,4
1660,44,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001660.jpg,Very High,3
114,46,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000114.jpg,Very High,3
423,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000423.jpg,High,0
1459,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001459.jpg,Medium,2
1690,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001690.jpg,High,0
1860,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001860.jpg,Medium,2
243,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000243.jpg,Low,1
1254,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001254.jpg,Medium,2
171,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000171.jpg,Medium,2
541,18,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000541.jpg,Very Low,4
1446,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001446.jpg,Medium,2
687,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000687.jpg,High,0
926,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000926.jpg,Very High,3
798,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000798.jpg,Low,1
1262,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001262.jpg,Very Low,4
799,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000799.jpg,Low,1
660,17,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000660.jpg,Very Low,4
1876,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001876.jpg,High,0
837,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000837.jpg,Low,1
962,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000962.jpg,Medium,2
579,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000579.jpg,Low,1
661,17,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000661.jpg,Very Low,4
397,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000397.jpg,Medium,2
641,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000641.jpg,Low,1
1722,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001722.jpg,Very High,3
703,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000703.jpg,Medium,2
21,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000021.jpg,Very Low,4
1673,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001673.jpg,Low,1
427,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000427.jpg,High,0
255,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000255.jpg,High,0
1744,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001744.jpg,Low,1
514,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000514.jpg,Low,1
1873,44,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001873.jpg,Very High,3
287,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000287.jpg,Low,1
203,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000203.jpg,Medium,2
1777,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001777.jpg,High,0
1120,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001120.jpg,Medium,2
1287,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001287.jpg,Very Low,4
1530,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001530.jpg,Very Low,4
1235,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001235.jpg,High,0
213,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000213.jpg,Very Low,4
1265,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001265.jpg,Medium,2
1989,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001989.jpg,Low,1
1270,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001270.jpg,Low,1
1975,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001975.jpg,Low,1
315,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000315.jpg,Very High,3
1260,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001260.jpg,Very Low,4
27,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000027.jpg,Very Low,4
900,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000900.jpg,Very High,3
1418,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001418.jpg,Low,1
414,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000414.jpg,Very High,3
752,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000752.jpg,Very High,3
854,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000854.jpg,Very Low,4
1973,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001973.jpg,Low,1
131,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000131.jpg,High,0
518,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000518.jpg,Very Low,4
1367,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001367.jpg,Medium,2
286,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000286.jpg,Low,1
1912,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001912.jpg,Low,1
1600,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001600.jpg,High,0
1015,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001015.jpg,Very High,3
1762,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001762.jpg,Very Low,4
963,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000963.jpg,Medium,2
103,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000103.jpg,Very Low,4
499,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000499.jpg,Low,1
78,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000078.jpg,Medium,2
1831,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001831.jpg,High,0
263,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000263.jpg,Very Low,4
1034,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001034.jpg,High,0
1131,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001131.jpg,Medium,2
1668,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001668.jpg,Very Low,4
730,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000730.jpg,Very High,3
990,46,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000990.jpg,Very High,3
1301,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001301.jpg,Low,1
1456,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001456.jpg,High,0
1500,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001500.jpg,Very Low,4
1278,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001278.jpg,Very Low,4
123,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000123.jpg,High,0
1785,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001785.jpg,High,0
1734,43,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001734.jpg,Very High,3
1150,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001150.jpg,Medium,2
1614,47,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001614.jpg,Very High,3
409,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000409.jpg,Medium,2
740,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000740.jpg,Medium,2
192,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000192.jpg,Low,1
1755,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001755.jpg,Medium,2
1940,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001940.jpg,Medium,2
807,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000807.jpg,Low,1
567,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000567.jpg,Low,1
816,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000816.jpg,Low,1
680,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000680.jpg,Very Low,4
551,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000551.jpg,Low,1
1802,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001802.jpg,High,0
1829,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001829.jpg,High,0
1193,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001193.jpg,High,0
1513,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001513.jpg,Very Low,4
1188,47,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001188.jpg,Very High,3
840,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000840.jpg,Medium,2
130,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000130.jpg,Very High,3
486,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000486.jpg,Medium,2
754,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000754.jpg,Very High,3
872,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000872.jpg,Low,1
142,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000142.jpg,Medium,2
1880,42,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001880.jpg,Very High,3
1642,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001642.jpg,High,0
1899,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001899.jpg,Low,1
1135,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001135.jpg,Medium,2
1307,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001307.jpg,Medium,2
468,15,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000468.jpg,Very Low,4
1411,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001411.jpg,Very Low,4
1173,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001173.jpg,High,0
862,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000862.jpg,Very Low,4
1628,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001628.jpg,Medium,2
574,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000574.jpg,Very Low,4
1705,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001705.jpg,High,0
428,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000428.jpg,High,0
260,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000260.jpg,Very Low,4
1963,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001963.jpg,Low,1
879,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000879.jpg,Low,1
1572,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001572.jpg,Very High,3
501,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000501.jpg,Low,1
553,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000553.jpg,Medium,2
922,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000922.jpg,High,0
1243,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001243.jpg,Medium,2
1249,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001249.jpg,Very Low,4
193,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000193.jpg,Medium,2
1593,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001593.jpg,Low,1
227,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000227.jpg,Very Low,4
1745,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001745.jpg,Low,1
1087,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001087.jpg,Medium,2
63,22,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000063.jpg,Very Low,4
1467,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001467.jpg,High,0
539,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000539.jpg,Very Low,4
625,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000625.jpg,Very Low,4
50,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000050.jpg,Very Low,4
806,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000806.jpg,Medium,2
455,20,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000455.jpg,Very Low,4
1905,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001905.jpg,Medium,2
344,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000344.jpg,Medium,2
77,37,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000077.jpg,High,0
1107,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001107.jpg,Medium,2
1865,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001865.jpg,Medium,2
1493,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001493.jpg,Low,1
1067,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001067.jpg,High,0
1244,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001244.jpg,High,0
371,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000371.jpg,Medium,2
1062,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001062.jpg,Very High,3
1444,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001444.jpg,High,0
914,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000914.jpg,Very High,3
631,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000631.jpg,Very Low,4
191,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000191.jpg,Low,1
1508,20,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001508.jpg,Very Low,4
1441,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001441.jpg,Medium,2
1042,25,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001042.jpg,Very Low,4
30,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000030.jpg,Low,1
1900,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001900.jpg,Low,1
1639,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001639.jpg,Very High,3
564,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000564.jpg,Low,1
1346,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001346.jpg,Very High,3
1339,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001339.jpg,High,0
1165,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001165.jpg,Medium,2
1851,44,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001851.jpg,Very High,3
1636,34,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001636.jpg,High,0
1021,38,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001021.jpg,Very High,3
1699,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001699.jpg,Low,1
1560,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001560.jpg,Medium,2
162,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000162.jpg,High,0
920,35,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000920.jpg,High,0
1248,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001248.jpg,Low,1
362,29,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000362.jpg,Low,1
236,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000236.jpg,High,0
1267,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001267.jpg,Medium,2
1158,26,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001158.jpg,Low,1
1590,32,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001590.jpg,Medium,2
1924,30,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001924.jpg,Medium,2
1539,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001539.jpg,Medium,2
1000,41,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001000.jpg,Very High,3
525,24,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000525.jpg,Very Low,4
1883,39,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001883.jpg,Very High,3
778,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000778.jpg,Medium,2
1881,45,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001881.jpg,Very High,3
741,40,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000741.jpg,Very High,3
1295,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001295.jpg,Low,1
642,28,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000642.jpg,Low,1
524,19,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000524.jpg,Very Low,4
505,31,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000505.jpg,Medium,2
677,23,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000677.jpg,Very Low,4
69,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000069.jpg,High,0
820,33,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000820.jpg,Medium,2
372,36,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000372.jpg,High,0
664,18,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000664.jpg,Very Low,4
434,21,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_000434.jpg,Very Low,4
1296,27,/kaggle/input/datasets/fmena14/crowd-counting/frames/frames/seq_001296.jpg,Low,1
